Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,"How many followers do you have on Instagram? (In case of multiple accounts, please mention the one with the maximum)",How many posts do you have on Instagram?,Latitude,Longitude,Time Spent on Facebook in last week (in minutes),Time Spent on Facebook in last weekend (in minutes),Time Spent on Instagram in last week (in minutes),Time Spent on Instagram in last weekend (in minutes),Time Spent on WhatsApp in last week (in minutes),Time Spent on WhatsApp in last weekend (in minutes),Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage
24,Mumbai,Sabbatical,Yes,Male,Graduation,BOM,Android,Maharashtra,Western,580,151,18.987807,72.836447,15,0,"1,400",600,"1,000",500,15,"2,000","3,515","2,415","1,100","1,500"
24,Bhopal,Student,Yes,Male,Graduation,BHO,Android,Madhya Pradesh,Central,"1,743",182,23.254688,77.402892,60,0,502,180,346,120,60,682,"1,208",908,300,466
19,Delhi,Student,Yes,Male,Graduation,DEL,Android,Delhi,Northern,950,50,28.651952,77.231495,0,0,"2,520",720,"5,040","1,440",0,"3,240","9,720","7,560","2,160","6,480"
26,Delhi,Student,Yes,Male,Graduation,DEL,Android,Delhi,Northern,"1,988",301,28.651952,77.231495,32,0,243,68,"1,704",441,32,311,"2,488","1,979",509,"2,145"
23,Bengaluru,Student,Yes,Male,Graduation,BLR,Android,Karnataka,Southern,688,419,12.977063,77.587106,0,0,350,245,420,420,0,595,"1,435",770,665,840
21,Ahmedabad,Student,Yes,Male,Graduation,AMD,Android,Gujarat,Western,0,0,23.025793,72.587265,0,0,0,0,250,60,0,0,310,250,60,310
21,Rajkot,Student,Yes,Male,Graduation,RAJ,Android,Gujarat,Western,843,35,22.291606,70.793217,0,0,197,98,850,547,0,295,"1,692","1,047",645,"1,397"
23,Delhi,Working professional,Yes,Male,Graduation,DEL,Android,Delhi,Northern,941,284,28.651952,77.231495,2,0,189,42,"1,050",300,2,231,"1,583","1,241",342,"1,350"
30,Delhi,Working professional,Yes,Male,Graduation,DEL,Android,Delhi,Northern,178,3,28.651952,77.231495,0,0,308,109,"1,588",354,0,417,"2,359","1,896",463,"1,942"
22,Ahmedabad,Working professional,Yes,Male,Graduation,AMD,Android,Gujarat,Western,445,37,23.025793,72.587265,2,2,522,274,134,39,4,796,973,658,315,173
24,Ahmedabad,Working professional,Yes,Male,Graduation,AMD,Android,Gujarat,Western,300,10,23.025793,72.587265,0,0,150,120,200,120,0,270,590,350,240,320
25,Ahmedabad,Working professional,Yes,Male,Graduation,AMD,Android,Gujarat,Western,"2,346",45,23.025793,72.587265,25,0,"1,140","1,100","2,380",295,25,"2,240","4,940","3,545","1,395","2,675"
21,Baroda,Working professional,Yes,Male,Graduation,BDQ,Android,Gujarat,Western,612,70,22.3072,73.1812,3,0,820,202,517,177,3,"1,022","1,719","1,340",379,694
23,Baroda,Working professional,Yes,Male,Graduation,BDQ,Android,Gujarat,Western,"1,027",144,22.3072,73.1812,0,0,610,185,309,80,0,795,"1,184",919,265,389
22,Mumbai,Working professional,Yes,Male,Graduation,BOM,Android,Maharashtra,Western,625,19,18.987807,72.836447,8,2,310,150,327,89,10,460,886,645,241,416
23,Mumbai,Working professional,Yes,Male,Graduation,BOM,Android,Maharashtra,Western,374,489,18.987807,72.836447,1,5,322,75,262,172,6,397,837,585,252,434
25,Bagdogra,Sabbatical,No,Male,Graduation,IXB,iOs,West Bengal,Eastern,137,1,26.6986,88.3117,60,12,12,3,480,80,72,15,647,552,95,560
27,Kolkata,Sabbatical,No,Male,Graduation,CCU,iOs,West Bengal,Eastern,235,0,22.562627,88.363044,27,12,60,16,210,44,39,76,369,297,72,254
22,Mumbai,Sabbatical,No,Male,Graduation,BOM,iOs,Maharashtra,Western,385,44,18.987807,72.836447,0,0,432,188,166,54,0,620,840,598,242,220
19,Gwalior,Student,No,Male,Graduation,GWL,iOs,Madhya Pradesh,Central,278,28,26.229825,78.173369,15,0,70,34,69,22,15,104,210,154,56,91
22,Indore,Student,No,Male,Graduation,idr,iOs,Madhya Pradesh,Central,521,21,22.717736,75.85859,0,0,40,30,40,30,0,70,140,80,60,70
19,Kolkata,Student,No,Male,Graduation,CCU,iOs,West Bengal,Eastern,280,23,22.562627,88.363044,0,0,278,98,640,163,0,376,"1,179",918,261,803
20,Chandigarh,Student,No,Male,Graduation,IXC,iOs,Chandigarh,Northern,200,1,30.736292,76.788398,0,0,50,200,120,300,0,250,670,170,500,420
22,Delhi,Student,No,Male,Graduation,DEL,iOs,Delhi,Northern,785,128,28.651952,77.231495,23,5,354,248,542,589,28,602,"1,761",919,842,"1,131"
20,Jaipur,Student,No,Male,Graduation,JAI,iOs,Rajasthan,Northern,232,28,26.913312,75.787872,0,0,450,420,"1,050",360,0,870,"2,280","1,500",780,"1,410"
23,Hyderabad,Student,No,Male,Graduation,HYD,iOs,Telangana,Southern,78,3,17.384052,78.456355,0,0,899,458,630,269,0,"1,357","2,256","1,529",727,899
20,Ahmedabad,Student,No,Male,Graduation,AMD,iOs,Gujarat,Western,63,6,23.025793,72.587265,79,0,678,379,523,196,79,"1,057","1,855","1,280",575,719
20,Ahmedabad,Student,No,Male,Graduation,AMD,iOs,Gujarat,Western,63,6,23.025793,72.587265,79,0,678,379,523,196,79,"1,057","1,855","1,280",575,719
22,Baroda,Student,No,Male,Graduation,BDQ,iOs,Gujarat,Western,307,60,22.3072,73.1812,58,12,178,63,187,38,70,241,536,423,113,225
25,Surat,Student,No,Male,Graduation,STV,iOs,Gujarat,Western,500,60,21.195944,72.830232,0,0,950,180,660,120,0,"1,130","1,910","1,610",300,780
26,Mumbai,Student,No,Male,Graduation,BOM,iOs,Maharashtra,Western,600,65,18.987807,72.836447,10,0,110,40,200,38,10,150,398,320,78,238
29,Ranchi,Working professional,No,Male,Graduation,IXR,iOs,Jharkhand,Eastern,0,0,23.347768,85.338564,0,0,0,0,150,90,0,0,240,150,90,240
21,Kolkata,Working professional,No,Male,Graduation,CCU,iOs,West Bengal,Eastern,0,0,22.562627,88.363044,0,0,0,0,180,0,0,0,180,180,0,180
23,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,215,40,28.651952,77.231495,0,0,166,128,575,286,0,294,"1,155",741,414,861
23,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,343,26,28.651952,77.231495,20,0,120,90,300,120,20,210,650,440,210,420
26,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,315,46,28.651952,77.231495,0,0,811,341,492,97,0,"1,152","1,741","1,303",438,589
28,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,134,78,28.651952,77.231495,418,2,671,515,"1,006",661,420,"1,186","3,273","2,095","1,178","1,667"
38,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,510,92,28.651952,77.231495,0,0,300,120,200,20,0,420,640,500,140,220
26,Bengaluru,Working professional,No,Male,Graduation,BLR,iOs,Karnataka,Southern,455,38,12.977063,77.587106,0,0,470,120,"1,100",450,0,590,"2,140","1,570",570,"1,550"
26,Bengaluru,Working professional,No,Male,Graduation,BLR,iOs,Karnataka,Southern,435,114,12.977063,77.587106,135,0,540,300,"1,020",314,135,840,"2,309","1,695",614,"1,334"
22,Chennai,Working professional,No,Male,Graduation,MAA,iOs,Tamil Nadu,Southern,600,70,13.084622,80.248357,0,0,122,90,250,140,0,212,602,372,230,390
25,Hyderabad,Working professional,No,Male,Graduation,HYD,iOs,Telangana,Southern,0,0,17.384052,78.456355,0,0,0,0,300,150,0,0,450,300,150,450
25,Hyderabad,Working professional,No,Male,Graduation,HYD,iOs,Telangana,Southern,542,430,17.384052,78.456355,0,0,723,344,437,119,0,"1,067","1,623","1,160",463,556
26,Hyderabad,Working professional,No,Male,Graduation,HYD,iOs,Telangana,Southern,659,319,17.384052,78.456355,0,0,666,192,522,125,0,858,"1,505","1,188",317,647
21,Ahmedabad,Working professional,No,Male,Graduation,AMD,iOs,Gujarat,Western,280,10,23.025793,72.587265,0,0,210,180,334,48,0,390,772,544,228,382
22,Ahmedabad,Working professional,No,Male,Graduation,AMD,iOs,Gujarat,Western,281,26,23.025793,72.587265,0,0,351,47,540,120,0,398,"1,058",891,167,660
22,Ahmedabad,Working professional,No,Male,Graduation,AMD,iOs,Gujarat,Western,489,45,23.025793,72.587265,35,0,"1,335","1,005","2,440",600,35,"2,340","5,415","3,810","1,605","3,040"
35,Surat,Working professional,No,Male,Graduation,STV,iOs,Gujarat,Western,451,15,21.195944,72.830232,95,12,140,45,350,23,107,185,665,585,80,373
36,Surat,Working professional,No,Male,Graduation,STV,iOs,Gujarat,Western,550,50,21.195944,72.830232,14,10,60,20,208,60,24,80,372,282,90,268
22,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,442,76,18.987807,72.836447,0,0,440,280,234,43,0,720,997,674,323,277
22,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,723,468,18.987807,72.836447,80,10,578,151,489,89,90,729,"1,397","1,147",250,578
25,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,0,0,18.987807,72.836447,0,0,0,0,"4,000",750,0,0,"4,750","4,000",750,"4,750"
28,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,826,157,18.987807,72.836447,45,10,60,50,120,240,55,110,525,225,300,360
42,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,0,0,18.987807,72.836447,0,0,0,0,190,95,0,0,285,190,95,285
21,Pune,Sabbatical,Yes,Male,Graduation,PNQ,iOs,Maharashtra,Western,484,13,18.513271,73.849852,0,0,370,190,480,270,0,560,"1,310",850,460,750
21,Bhopal,Student,Yes,Male,Graduation,BHO,iOs,Madhya Pradesh,Central,"1,342",180,23.254688,77.402892,0,0,862,140,"1,006",183,0,"1,002","2,191","1,868",323,"1,189"
20,Delhi,Student,Yes,Male,Graduation,DEL,iOs,Delhi,Northern,400,100,28.651952,77.231495,0,0,"6,000",100,"1,000",240,0,"6,100","7,340","7,000",340,"1,240"
22,Surat,Student,Yes,Male,Graduation,STV,iOs,Gujarat,Western,"1,16,000",448,21.195944,72.830232,24,0,"1,089",256,801,185,24,"1,345","2,355","1,914",441,986
22,Mumbai,Student,Yes,Male,Graduation,BOM,iOs,Maharashtra,Western,"18,900",19,18.987807,72.836447,0,0,51,31,160,64,0,82,306,211,95,224
26,Delhi,Working professional,Yes,Male,Graduation,DEL,iOs,Delhi,Northern,"1,872",87,28.651952,77.231495,18,7,487,194,"1,022",408,25,681,"2,136","1,527",609,"1,430"
26,Delhi,Working professional,Yes,Male,Graduation,DEL,iOs,Delhi,Northern,256,77,28.651952,77.231495,10,10,654,321,365,102,20,975,"1,462","1,029",433,467
30,Bengaluru,Working professional,Yes,Male,Graduation,BLR,iOs,Karnataka,Southern,868,232,12.977063,77.587106,0,0,"1,000",340,700,90,0,"1,340","2,130","1,700",430,790
18,Delhi,Sabbatical,No,Male,High School,DEL,Android,Delhi,Northern,94,7,28.651952,77.231495,0,0,800,200,200,60,0,"1,000","1,260","1,000",260,260
20,Indore,Student,No,Male,High School,IDR,Android,Madhya Pradesh,Central,0,0,22.717736,75.85859,0,0,0,0,216,115,0,0,331,216,115,331
15,Patna,Student,No,Male,High School,PAT,Android,Bihar,Eastern,0,0,25.615379,85.101027,35,0,0,0,90,30,35,0,155,125,30,120
20,Patna,Student,No,Male,High School,PAT,Android,Bihar,Eastern,137,16,25.615379,85.101027,0,0,845,180,"2,700",240,0,"1,025","3,965","3,545",420,"2,940"
18,Kolkata,Student,No,Male,High School,Ccu,Android,West Bengal,Eastern,0,0,22.562627,88.363044,0,0,0,0,240,60,0,0,300,240,60,300
17,Delhi,Student,No,Male,High School,DEL,Android,Delhi,Northern,201,132,28.651952,77.231495,0,0,420,122,308,120,0,542,970,728,242,428
18,Delhi,Student,No,Male,High School,DEL,Android,Delhi,Northern,222,15,28.651952,77.231495,0,0,"4,200","1,200","5,040","1,440",0,"5,400","11,880","9,240","2,640","6,480"
19,Jaipur,Student,No,Male,High School,JAI,Android,Rajasthan,Northern,129,23,26.913312,75.787872,0,0,190,40,150,35,0,230,415,340,75,185
19,Agra,Student,No,Male,High School,AGR,Android,Uttar Pradesh,Northern,273,218,27.187935,78.003944,0,0,189,68,348,159,0,257,764,537,227,507
19,Thiruvananthapuram,Student,No,Male,High School,TRV,Android,Kerala,Southern,400,32,8.485498,76.949238,20,5,"1,200",400,600,360,25,"1,600","2,585","1,820",765,960
16,Surat,Student,No,Male,High School,STV,Android,Gujarat,Western,24,1,21.195944,72.830232,32,12,56,35,78,17,44,91,230,166,64,95
18,Surat,Student,No,Male,High School,STV,Android,Gujarat,Western,390,12,21.195944,72.830232,13,0,624,147,245,30,13,771,"1,059",882,177,275
20,Mumbai,Student,No,Male,High School,BOM,Android,Maharashtra,Western,497,68,18.987807,72.836447,0,0,502,168,"1,004",168,0,670,"1,842","1,506",336,"1,172"
51,Mumbai,Working professional,No,Male,High School,BOM,Android,Maharashtra,Western,88,2,18.987807,72.836447,71,13,0,0,113,21,84,0,218,184,34,134
16,Kolkata,Student,Yes,Male,High School,CCU,Android,West Bengal,Eastern,"1,416",28,22.562627,88.363044,0,0,799,455,610,320,0,"1,254","2,184","1,409",775,930
17,Delhi,Student,Yes,Male,High School,DEL,Android,Delhi,Northern,114,21,28.651952,77.231495,0,1,70,2,250,68,1,72,391,320,71,318
21,Delhi,Student,Yes,Male,High School,DEL,Android,Delhi,Northern,459,311,28.651952,77.231495,10,0,800,150,"1,200",200,10,950,"2,360","2,010",350,"1,400"
17,Ahmedabad,Student,Yes,Male,High School,AMD,Android,Gujarat,Western,400,35,23.025793,72.587265,0,0,500,100,300,100,0,600,"1,000",800,200,400
21,Ahmedabad,Student,Yes,Male,High School,AMD,Android,Gujarat,Western,"2,300",300,23.025793,72.587265,20,2,520,60,400,20,22,580,"1,022",940,82,420
15,Kolkata,Student,No,Male,High School,CCU,iOs,West Bengal,Eastern,579,34,22.562627,88.363044,200,10,"1,600",400,400,60,210,"2,000","2,670","2,200",470,460
17,Kolkata,Student,No,Male,High School,CCU,iOs,West Bengal,Eastern,315,2,22.562627,88.363044,14,2,527,214,95,10,16,741,862,636,226,105
16,Delhi,Student,No,Male,High School,DEL,iOs,Delhi,Northern,340,20,28.651952,77.231495,0,0,620,620,300,450,0,"1,240","1,990",920,"1,070",750
16,Mumbai,Student,No,Male,High School,BOM,iOs,Maharashtra,Western,351,10,18.987807,72.836447,0,0,540,220,154,46,0,760,960,694,266,200
17,Mumbai,Student,No,Male,High School,BOM,iOs,Maharashtra,Western,320,15,18.987807,72.836447,0,0,60,10,400,60,0,70,530,460,70,460
19,Nagpur,Working professional,No,Male,High School,NAG,iOs,MAHARASHTRA,Western,250,5,21.1458004,79.0881546,0,0,300,150,100,60,0,450,610,400,210,160
16,Mumbai,Student,Yes,Male,High School,BOM,iOs,Maharashtra,Western,200,100,18.987807,72.836447,0,0,0,0,180,24,0,0,204,180,24,204
25,Kolkata,Sabbatical,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,310,2,22.562627,88.363044,125,10,317,155,330,158,135,472,"1,095",772,323,488
34,Delhi,Sabbatical,No,Male,Post graduation,DEL,Android,Delhi,Northern,143,0,28.651952,77.231495,407,9,"1,336",516,37,752,416,"1,852","3,057","1,780","1,277",789
22,Kolkata,Student,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,150,4,22.562627,88.363044,50,10,400,50,600,100,60,450,"1,210","1,050",160,700
24,Kolkata,Student,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,355,4,22.562627,88.363044,0,0,294,132,344,115,0,426,885,638,247,459
21,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,356,177,28.651952,77.231495,30,10,75,25,840,450,40,100,"1,430",945,485,"1,290"
22,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,0,0,0,0,600,100,0,0,700,600,100,700
23,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,0,0,0,0,541,182,0,0,723,541,182,723
23,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,400,61,28.651952,77.231495,0,0,840,200,"1,680",100,0,"1,040","2,820","2,520",300,"1,780"
22,DehraDun,Student,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,450,20,30.324427,78.033922,0,0,750,200,890,200,0,950,"2,040","1,640",400,"1,090"
25,DehraDun,Student,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,0,0,30.324427,78.033922,0,0,0,0,"1,050",350,0,0,"1,400","1,050",350,"1,400"
26,DehraDun,Student,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,559,98,30.324427,78.033922,2,3,600,188,523,172,5,788,"1,488","1,125",363,695
21,Vishakhapatnam,Student,No,Male,Post graduation,VTZ,Android,Andhra Pradesh,Southern,502,68,17.704052,83.297663,0,8,380,158,262,120,8,538,928,642,286,382
25,Bengaluru,Student,No,Male,Post graduation,BLR,Android,Karnataka,Southern,120,0,12.977063,77.587106,0,0,90,30,500,90,0,120,710,590,120,590
22,Kochi,Student,No,Male,Post graduation,COK,Android,Kerala,Southern,"2,168",50,9.947743,76.253802,0,0,0,0,"2,400",300,0,0,"2,700","2,400",300,"2,700"
29,Kochi,Student,No,Male,Post graduation,COK,Android,Kerala,Southern,0,0,9.947743,76.253802,0,0,0,0,900,"1,500",0,0,"2,400",900,"1,500","2,400"
23,Mumbai,Student,No,Male,Post graduation,BOM,Android,Maharashtra,Western,70,2,18.987807,72.836447,0,0,315,104,983,439,0,419,"1,841","1,298",543,"1,422"
41,Indore,Working professional,No,Male,Post graduation,IDR,Android,Madhya Pradesh,Central,0,0,22.717736,75.85859,0,0,0,0,304,84,0,0,388,304,84,388
28,Ranchi,Working professional,No,Male,Post graduation,IXR,Android,Jharkhand,Eastern,587,132,23.347768,85.338564,45,10,320,120,560,145,55,440,"1,200",925,275,705
28,Kolkata,Working professional,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,334,75,22.562627,88.363044,0,0,220,100,430,120,0,320,870,650,220,550
31,Kolkata,Working professional,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,632,35,22.562627,88.363044,0,0,560,281,340,124,0,841,"1,305",900,405,464
63,Kolkata,Working professional,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,0,0,22.562627,88.363044,0,0,0,0,60,15,0,0,75,60,15,75
24,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,143,30,28.651952,77.231495,300,0,720,0,"1,500",360,300,720,"2,880","2,520",360,"1,860"
26,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,162,34,28.651952,77.231495,0,0,364,225,672,150,0,589,"1,411","1,036",375,822
26,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,97,12,28.651952,77.231495,36,0,523,263,639,358,36,786,"1,819","1,198",621,997
27,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,355,34,28.651952,77.231495,29,11,338,136,743,297,40,474,"1,554","1,110",444,"1,040"
30,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,200,1,28.651952,77.231495,"1,000",0,"1,000",0,"1,400",700,"1,000","1,000","4,100","3,400",700,"2,100"
33,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,600,167,28.651952,77.231495,100,0,800,320,700,230,100,"1,120","2,150","1,600",550,930
40,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,0,0,0,0,150,240,0,0,390,150,240,390
28,DehraDun,Working professional,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,627,21,30.324427,78.033922,80,10,"3,000",800,"2,400","1,000",90,"3,800","7,290","5,480","1,810","3,400"
43,Bengaluru,Working professional,No,Male,Post graduation,BLR,Android,Karnataka,Southern,0,0,12.977063,77.587106,0,0,0,0,"1,680",480,0,0,"2,160","1,680",480,"2,160"
27,Hyderabad,Working professional,No,Male,Post graduation,HYD,Android,Telangana,Southern,234,30,17.384052,78.456355,0,0,700,160,600,180,0,860,"1,640","1,300",340,780
27,Hyderabad,Working professional,No,Male,Post graduation,HYD,Android,Telangana,Southern,544,118,17.384052,78.456355,7,0,74,25,446,159,7,99,711,527,184,605
29,Hyderabad,Working professional,No,Male,Post graduation,HYD,Android,Telangana,Southern,93,1,17.384052,78.456355,0,0,0,0,300,90,0,0,390,300,90,390
24,Ahmedabad,Working professional,No,Male,Post graduation,AMD,Android,Gujarat,Western,544,39,23.025793,72.587265,0,10,10,20,80,40,10,30,160,90,70,120
57,Baroda,Working professional,No,Male,Post graduation,BDQ,Android,Gujarat,Western,0,0,22.3072,73.1812,0,0,0,0,231,58,0,0,289,231,58,289
23,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,189,1,18.987807,72.836447,0,0,51,35,43,138,0,86,267,94,173,181
25,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,600,94,18.987807,72.836447,20,10,"3,000",300,460,150,30,"3,300","3,940","3,480",460,610
33,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,242,3,18.987807,72.836447,0,0,79,11,213,129,0,90,432,292,140,342
34,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,200,39,18.987807,72.836447,88,12,212,72,226,21,100,284,631,526,105,247
25,Pune,Working professional,No,Male,Post graduation,PNQ,Android,Maharashtra,Western,230,62,18.513271,73.849852,0,0,70,110,190,130,0,180,500,260,240,320
25,Guwahati,Sabbatical,Yes,Male,Post graduation,GAU,Android,Assam,North-Eastern,332,45,26.176076,91.762932,60,10,400,30,250,40,70,430,790,710,80,290
23,Hyderabad,Sabbatical,Yes,Male,Post graduation,HYD,Android,Telangana,Southern,280,25,17.384052,78.456355,4,2,15,10,"2,010",500,6,25,"2,541","2,029",512,"2,510"
23,Delhi,Student,Yes,Male,Post graduation,DEL,Android,Delhi,Northern,835,89,28.651952,77.231495,0,0,420,400,"1,211",480,0,820,"2,511","1,631",880,"1,691"
23,Delhi,Student,Yes,Male,Post graduation,DEL,Android,Delhi,Northern,268,13,28.651952,77.231495,20,8,740,191,610,451,28,931,"2,020","1,370",650,"1,061"
24,Delhi,Student,Yes,Male,Post graduation,DEL,Android,Delhi,Northern,364,87,28.651952,77.231495,0,0,0,0,800,400,0,0,"1,200",800,400,"1,200"
23,Ahmedabad,Student,Yes,Male,Post graduation,AMD,Android,Gujarat,Western,"2,200",100,23.025793,72.587265,0,0,55,15,420,140,0,70,630,475,155,560
25,Ahmedabad,Student,Yes,Male,Post graduation,AMD,Android,Gujarat,Western,334,47,23.025793,72.587265,0,0,321,141,249,73,0,462,784,570,214,322
